new_context,original_context,citation_intent,section
"Bulut bilişimin sağlık hizmetlerindeki uygulamalarına yönelik önemli katkılar <CITE> tarafından sağlanmış olsa da, mobil teknoloji entegrasyonu bu kapsamda ele alınmamıştır.",Çalışma <CITE> ve bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.,differ,synthetic-augmentation
"Literatürdeki çalışmalar, özellikle <CITE>, sağlık sektöründe bulut bilişimin potansiyeline dikkat çekse de, mobil teknolojinin entegrasyonu genellikle göz ardı edilmiştir.","Çalışma , ve <CITE> bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.",differ,synthetic-augmentation
"Sağlık hizmetlerinde bulut bilişimin kullanımına yönelik öneriler <CITE> tarafından yapılmış olmakla birlikte, mobil teknolojinin bu çerçevedeki rolü ilgili çalışmada ele alınmamıştır.","Çalışma , ve <CITE> bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.",differ,synthetic-augmentation
"Mobil teknolojinin sağlık hizmetlerinde kullanımı, <CITE> tarafından incelenen bulut bilişim önerilerinde yer almamaktadır.","Çalışma , ve <CITE> bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.",differ,synthetic-augmentation
"Önceki araştırmalardan <CITE>, sağlık sektöründe bulut bilişimin uygulanabilirliğini ortaya koyarken, mobil teknolojinin bu sistemlere entegrasyonuna değinmemiştir.","Çalışma , ve <CITE> bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.",differ,synthetic-augmentation
"Sağlık hizmetlerinde MBB kullanımını genel bir hasta desteği olarak öneren <CITE>, diyabet hastalarına özel bir yaklaşım sunmaktan farklıdır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma <CITE> ve [REF] ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"Hastalara yönelik MBB uygulamalarını ele alan <CITE> çalışması, diyabetik bireylere özgü çözümler konusunda ayrışmaktadır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma <CITE> ve [REF] ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"<CITE> makalesinde sağlık hizmetlerinde MBB'nin faydaları geniş bir bakış açısıyla sunulurken, diyabet hastalarına özel bir hedefleme yapılmamıştır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma <CITE> ve [REF] ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"Genel hasta popülasyonuna MBB kullanımını tavsiye eden <CITE> yayını, diyabet hastalarına yönelik özelleştirilmiş bir öneri içermemektedir.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma <CITE> ve [REF] ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"`<CITE> tarafından sunulan öneriler, diyabet hastalarına özgü bir odak noktası taşımamaktadır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma [REF] ve <CITE> ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"Çalışmamız diyabet hastalarına odaklanırken, <CITE> genel sağlık hizmetlerinde MBB kullanımına dair daha geniş bir perspektif sunar.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma [REF] ve <CITE> ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"<CITE> numaralı çalışmada, diyabet hastaları için özel bir MBB uygulama önerisi bulunmamaktadır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma [REF] ve <CITE> ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"Genel sağlık hizmetlerini ele alan <CITE> adlı çalışma, diyabetli bireylere yönelik özel bir stratejiyi kapsamamaktadır.",Sağlık hizmetlerinde hastalara yardımcı olmak için MBB kullanılmasını öneren çalışma [REF] ve <CITE> ise diyabet hastalarını özellikle hedef alan bir öneri içermemektedir.,differ,synthetic-augmentation
"1.  <CITE> tarafından yapılan bu çalışma, diyabet hastalarının şeker takibine yönelik bir uygulama olmasına karşın, kullanıcılara başka herhangi bir ek hizmet sunmamaktadır.","Çalışma <CITE> , diyabet hastalarına yönelik bir MBB uygulaması olmasına rağmen, hastaların şeker seviyesi takibi konusunda tıbbi bir çalışmayı oluşturmakta, fakat kullanıcılarına başka hizmetler sunmamaktadır.",differ,synthetic-augmentation
"2.  Diyabet hastaları için bir mobil uygulama olan <CITE> , sadece kan şekeri takibine odaklanmakta, geniş kapsamlı bir sağlık hizmeti paketi sunmamaktadır.","Çalışma <CITE> , diyabet hastalarına yönelik bir MBB uygulaması olmasına rağmen, hastaların şeker seviyesi takibi konusunda tıbbi bir çalışmayı oluşturmakta, fakat kullanıcılarına başka hizmetler sunmamaktadır.",differ,synthetic-augmentation
"3.  Diğer benzer platformlardan farklı olarak, <CITE> çalışması yalnızca hastaların şeker seviyelerini izleme işlevini yerine getirmekte, kullanıcılarına başka özellikler sunmamaktadır.","Çalışma <CITE> , diyabet hastalarına yönelik bir MBB uygulaması olmasına rağmen, hastaların şeker seviyesi takibi konusunda tıbbi bir çalışmayı oluşturmakta, fakat kullanıcılarına başka hizmetler sunmamaktadır.",differ,synthetic-augmentation
"4.  <CITE>'nin sunduğu uygulama, diyabet hastaları için önemli bir takip aracı olsa da, şeker seviyesi izlemesi dışındaki hizmetleri kullanıcılarına sağlamamaktadır.","Çalışma <CITE> , diyabet hastalarına yönelik bir MBB uygulaması olmasına rağmen, hastaların şeker seviyesi takibi konusunda tıbbi bir çalışmayı oluşturmakta, fakat kullanıcılarına başka hizmetler sunmamaktadır.",differ,synthetic-augmentation
"Diğer yaklaşımların aksine, <CITE> sadece günlük kullanıma yönelik bir yazılım çözümü önermektedir.",Çalışma <CITE> ve [REF] ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Çalışma <CITE>, kapsamını yalnızca temel günlük hizmetleri sunan bir uygulama ile sınırlamıştır.",Çalışma <CITE> ve [REF] ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"<CITE>, genel eğilimlerden saparak, sadece günlük işlevsellik sağlayan bir yazılım aracı sunmuştur.",Çalışma <CITE> ve [REF] ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Farklı olarak, <CITE> yalnızca rutin hizmetlere odaklanan bir yazılım uygulaması önermektedir.",Çalışma <CITE> ve [REF] ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Diğer çalışmaların aksine, <CITE> sadece gündelik kullanıma yönelik yazılım uygulamaları önermektedir.",Çalışma [REF] ve <CITE> ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Farklı olarak, <CITE> çalışması yalnızca rutin hizmetler sunan yazılım uygulamalarını konu almaktadır.",Çalışma [REF] ve <CITE> ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Ancak, <CITE> ise sadece günlük işlevselliğe sahip yazılım çözümleri sunmaktadır.",Çalışma [REF] ve <CITE> ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"Geniş kapsamlı önerilerden ayrışan <CITE>, yalnızca basit, günlük servis uygulamaları önermektedir.",Çalışma [REF] ve <CITE> ise sadece günlük hizmeti sunan birer yazılım uygulaması önermektedir.,differ,synthetic-augmentation
"<CITE>'in önerdiği MD'nin aksine, bu çalışma HL7 desteği içermemektedir.",Ancak çalışma <CITE>'in önerilen MD gibi HL7 desteği bulunmamaktadır.,differ,synthetic-augmentation
"HL7 desteği, <CITE>'in sunulan çözümünde önerilen MD'de olduğu gibi mevcut değildir.",Ancak çalışma <CITE>'in önerilen MD gibi HL7 desteği bulunmamaktadır.,differ,synthetic-augmentation
"Bu çalışma, <CITE>'in belirttiği gibi, önerilen MD'nin aksine HL7 entegrasyonuna sahip değildir.",Ancak çalışma <CITE>'in önerilen MD gibi HL7 desteği bulunmamaktadır.,differ,synthetic-augmentation
"Önerilen MD'nin aksine, <CITE>'in çalışmasında HL7 desteği bulunmadığı görülmektedir.",Ancak çalışma <CITE>'in önerilen MD gibi HL7 desteği bulunmamaktadır.,differ,synthetic-augmentation
"K-ortalamalar algoritmasında, ideal küme sayısını belirlemek için iki kümeden başlanıp küme sayısı aşamalı olarak artırılır <CITE> .",K-ortalamalar yönteminde en az küme sayısı (2 küme) ile başlanarak küme sayısının birer arttırılması sonucunda en uygun küme sayısı belirlenmeye çalışılır <CITE> .,basis,synthetic-augmentation
"En uygun küme sayısını saptamak amacıyla, K-ortalamalar yaklaşımında küme sayısı ikiden başlayarak tek tek yükseltilir <CITE> .",K-ortalamalar yönteminde en az küme sayısı (2 küme) ile başlanarak küme sayısının birer arttırılması sonucunda en uygun küme sayısı belirlenmeye çalışılır <CITE> .,basis,synthetic-augmentation
"K-ortalamalar metodolojisinde, en az iki kümeden başlayarak küme sayısının ardışık olarak artırılmasıyla optimum küme sayısı aranır <CITE> .",K-ortalamalar yönteminde en az küme sayısı (2 küme) ile başlanarak küme sayısının birer arttırılması sonucunda en uygun küme sayısı belirlenmeye çalışılır <CITE> .,basis,synthetic-augmentation
"İkiden başlayarak küme sayısının sistematik bir şekilde artırılması, K-ortalamalar yönteminde optimum küme sayısının belirlenmesinde bir yöntemdir <CITE> .",K-ortalamalar yönteminde en az küme sayısı (2 küme) ile başlanarak küme sayısının birer arttırılması sonucunda en uygun küme sayısı belirlenmeye çalışılır <CITE> .,basis,synthetic-augmentation
İlçelerin nüfus dağılımları Şekil 1'de gösterilmiştir <CITE> .,Şekil 1'de ilçelerin nüfus dağılımları verilmiştir <CITE> .,basis,synthetic-augmentation
Şekil 1'de ilçelere ait nüfus dağılım verileri sunulmaktadır <CITE> .,Şekil 1'de ilçelerin nüfus dağılımları verilmiştir <CITE> .,basis,synthetic-augmentation
İlçelerin nüfus istatistikleri Şekil 1'den elde edilebilir <CITE> .,Şekil 1'de ilçelerin nüfus dağılımları verilmiştir <CITE> .,basis,synthetic-augmentation
"Şekil 1, ilçelerin nüfus dağılımlarını detaylı olarak içermektedir <CITE> .",Şekil 1'de ilçelerin nüfus dağılımları verilmiştir <CITE> .,basis,synthetic-augmentation
"Verilerin ve küme sayısının büyüklüğü göz önüne alındığında, çeşitli k değerleri için kümeleme gerçekleştirerek küme içi kareler toplamını hesaplayan Dirsek Metodu uygun bulunmuştur <CITE> .",Ancak verilerin ve küme sayısının oldukça fazla olması sebebiyle; veri kümesinde bir dizi k değeri için kümeleme yapılarak her k değeri için küme içi kareler toplamını bulan Elbow Metodu tercih edilmiştir <CITE> .,basis,synthetic-augmentation
"Büyük veri hacmi ve küme sayısı nedeniyle ortaya çıkan zorluklar karşısında, veri kümesinde belirli k değerleri için kümeleme yaparak her k için küme içi kareler toplamını belirleyen Dirsek Metodu'na başvurulmuştur <CITE> .",Ancak verilerin ve küme sayısının oldukça fazla olması sebebiyle; veri kümesinde bir dizi k değeri için kümeleme yapılarak her k değeri için küme içi kareler toplamını bulan Elbow Metodu tercih edilmiştir <CITE> .,basis,synthetic-augmentation
"Geniş veri setleri ve çok sayıda olası küme dikkate alındığında, k değerleri için kümeleme yapıp her bir k için küme içi kareler toplamını bulan Dirsek Metodu benimsenmiştir <CITE> .",Ancak verilerin ve küme sayısının oldukça fazla olması sebebiyle; veri kümesinde bir dizi k değeri için kümeleme yapılarak her k değeri için küme içi kareler toplamını bulan Elbow Metodu tercih edilmiştir <CITE> .,basis,synthetic-augmentation
"Yoğun veri ve yüksek küme sayısı sorununa bir çözüm olarak, Dirsek Metodu kullanılmıştır; bu yöntem, belirli k değerleri için kümeleme yaparak her k değeri için küme içi kareler toplamını belirler <CITE> .",Ancak verilerin ve küme sayısının oldukça fazla olması sebebiyle; veri kümesinde bir dizi k değeri için kümeleme yapılarak her k değeri için küme içi kareler toplamını bulan Elbow Metodu tercih edilmiştir <CITE> .,basis,synthetic-augmentation
"1. Çalışmada benimsenen arama stratejisinin temelinde, Boole fonksiyonlarının tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikler sunduğu kanıtlanmış <CITE>en dik iniş prensibine dayalı arama algoritması</CITE> yatmaktadır.","Kullanılan arama algoritması, Boole fonksiyon tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikleri ortaya çıkardığı kanıtlanmış <CITE>en dik iniş prensibine dayalı arama algoritmasıdır.",basis,synthetic-augmentation
"2. Boole fonksiyon tasarımında, uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikler elde etmemizi sağlayan arama algoritması, <CITE>en dik iniş prensibine dayanmaktadır</CITE>.","Kullanılan arama algoritması, Boole fonksiyon tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikleri ortaya çıkardığı kanıtlanmış <CITE>en dik iniş prensibine dayalı arama algoritmasıdır.",basis,synthetic-augmentation
"3. Güçlü kriptografik özellikleri, Boole fonksiyon tasarımında maliyet fonksiyonunun dikkatli seçimiyle elde edilen arama algoritması, literatürde <CITE>en dik iniş prensibine dayalı arama algoritması olarak bilinmektedir</CITE>.","Kullanılan arama algoritması, Boole fonksiyon tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikleri ortaya çıkardığı kanıtlanmış <CITE>en dik iniş prensibine dayalı arama algoritmasıdır.",basis,synthetic-augmentation
"4. Boole fonksiyon tasarımında güçlü kriptografik özelliklerin uygun maliyet fonksiyonu seçimiyle elde edildiği göz önüne alındığında, kullanılan arama algoritması <CITE>en dik iniş prensibine dayalı bir yaklaşımdır</CITE>.","Kullanılan arama algoritması, Boole fonksiyon tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikleri ortaya çıkardığı kanıtlanmış <CITE>en dik iniş prensibine dayalı arama algoritmasıdır.",basis,synthetic-augmentation
"Bu çalışmada kullanılan arama algoritması, Boole fonksiyonları için güçlü kriptografik özellikleri ortaya koyduğu kanıtlanmış<CITE> en dik iniş prensibine dayanmaktadır.","Kullanılan arama algoritması, Boole fonksiyon tasarımında uygun maliyet fonksiyonu seçimiyle güçlü kriptografik özellikleri ortaya çıkardığı kanıtlanmış<CITE> en dik iniş prensibine dayalı arama algoritmasıdır.",basis,synthetic-augmentation
