"citation_context",citation_intent
"Suchal ve Navrat yayınladıkları çalışmada [6] önerilecek dokümanları ve kullanıcıları birer sanal eleman olarak tanımlayıp, dökümankullanıcı kümeleri oluşturarak birbirleriyle benzer olan kullanıcıları bulup ve benzer kullanıcılar üzerinden dökümanlara ulaşıp öneri işlemini gerçekleştirmişlerdir.",discuss
"k-NN algoritması sınıflandırılmak istenen yeni bireyi, daha önceki bireylerden K tanesine olan yakınlığına bakarak bulmaktadır [7] .",basis
"Cosine similarity N boyutlu iki vektör arasındaki açının cos ile ifade edilmesidir ve sıklıkla doküman karşılaştırmalarında kullanılmaktadır [8] .",basis
"Başak, Türkçe dokümanların benzerliğini tüm yaklaşımlar bazında makalesinde ele almıştır [8] .",background
"Bielikova ve Kompan de çalışmalarında cosine similarity en etkili arama yaklaşımı olduğunu belirtmişlerdir [9] .",support
"Hofmann da yayınladığı Learning of Similarity of Documents [10] makalesinde dokümanlar arasındaki benzerlikleri bulurken sadece bag of words dediğimiz kelime haznesine odaklanmıştır.",discuss
"Full Text Search kütüphanesi metin madenciliğinin gerekli olan metotlarını ve veri yapılarını sunmaktadır [11] .",basis
"İşbirlikçi filtreleme, diğer kişilerin görüşlerini kullanarak öğeleri filtreleme veya değerlendirme sürecidir [12] .",background
"Bunlardan StreamRec [13] Bizim işbirlikçi filtreleme yöntemindeki algoritmamızda benzer kullanıcıları bulmak için öncelikle her bir kullanıcının her bir kategorideki okunan makale sayıları getirilir.",basis
"Yasin Uzun, Keyword Extraction Using Naïve Bayes [15]",other
"Bunlardan online olarak öneri yapılan çalışmada haberlere ait tavsiye algoritmaları analiz edilmiştir. [16] Birkaç öneri sistemini ele almışlardır.",background
"Luostarinen ve Kohonen topic modeller üzerine içerik bazlı öneri sistemi geliştirmişlerdir [17] .",background
"Aynı zamanda bu çalışmada [17] soğuk başlangıç problemi simülasyonunda, LDA'nın tüm yöntemler için istatistiksel olarak önemli gelişmeler sağladığı görülmüştür.",discuss
"Hot news recommendation system [18] çalışmasında da o gün yayınlanan en sıcak ve en dikkat çekici haberler önerilmektedir.",background
"Ozgobek, Gulla ve Erdur yayınladıkları çalışmada [19] öneri sistemlerinde karşılaşılan zorlukları ele almışlardır.",background
"Bu durum ağ güvenliğini bir sınıflandırma problemine dönüştürür. (Nour M., Jiankun H., Jill S., 2019) Ağ verileri, büyük boyutlu verilerdir ve makine öğrenmesi algoritmaları ile tüm verinin işlenerek anomali tespitinin yapılmasını zorlaştırmaktadır.",background
"Bu sebepten STS 'lerde ağ akış verilerinden değerli özniteliklerin seçimi önemli bir konudur (Lee et al. 2012) (1)",background
"İlgisiz öznitelikler düşük, birbirinin aynı veya dengi öznitelikler ise yüksek korelasyon göstereceklerinden dolayı elenmelidir (Hall, M. A., 1999) .",basis
"Örneklerden birisi, Türkçe metin sınıflandırması için oluşturulan TTC-3600 Benchmark veri setidir [1] .",background
"En sık kullanılanlardan birisi de İngiliz merkezli Uluslararası Duygu Öncüler ve Tepkiler Anketi (ISEAR) veri setidir [2] .",background
"Bu veri seti duygu sınıflandırması için yapılan bazı çalışmalarda kullanılmaktadır [3] .",background
"Giachanou ve Crestani yaptıkları çalışmada Twitter'da belirli bir konuyla ilgili yapılan paylaşımlarından fikir çıkarımı konusunu ele almıştır [4] .",background
"Bu hedefe ulaşmak için kullandıkları veri setlerinden biri 50 başlık ve 5.000 tweetten oluşmaktadır [5] .",background
"İkinci veri seti ise fikirlerle ilgili terimlerin tanımlanmasında kullanılacak 2.000'den fazla kelimeden oluşan AFINN sözlüğüdür [6] .",background
"Mohammad [7] , kelimeduygu birliği sözlüklerinin, n-gram özelliklerini kullanmaktan daha iyi sonuçlar verip vermeyeceğini belirlemeye odaklanmıştır.",background
"Strapparava ve Valitutti [9] , bu adımları başarmak için Ekman    Çalışmanın kalanı ise aşağıdaki şekilde düzenlenmiştir.",other
"Veri setinin hazırlanması için farklı yaş gruplarından ve farklı bölgelerde yaşayan 5",other
"Bunun nedeni, F5 yönteminin F4 ve F7 yöntemlerine göre optimum performans gösterdiğinin tespit edilmesidir [16]",basis
"Benzetimli Tavlama Algoritması (BTA), metallerin tavlama sürecinden esinlenerek [15] belirli bir maliyet fonksiyonunun küresel optimumuna yaklaşmak için tasarlanmış   sezgisel bir optimizasyon tekniğidir  .",background
"BTA, katıların ısıtılması ve ardından yavaşça soğutulması esasına dayanır [18] .",background
"Isıtılan katıların sıcaklığı düştüğünde, katının iç parçacıkları her sıcaklıkta bir denge durumuna ulaşır [19] .",background
"Yavaş yavaş soğumaya başladığında ise en iyi yerel optimada durmaya çalışacaktır [20] .",background
"Bu yaklaşım, optimizasyon problemine en çözümü bulmak için kullanılır [21] .",background
"yapabildiğinden yerel olarak optimal bir çözüme düşme olasılığı az olduğundan [22] geleneksel optimizasyon algoritmalarından daha güvenilir   ve problem için daha iyi sonuçlar verir  .",support
"yerel çözümlerde takılı kalmaması için bir P kabul olasılığı tanımlanır [25] :",basis
"kurallarına göre birincil çözüm tamamen rastgele oluşmaktadır [26] .",basis
"Başlangıç değerinin kalitesi zayıfsa, sonuç yetersiz olur [27] .",background
"Bu sebeple, aramaya yeteri kadar yüksek bir sıcaklık değeri ile başlamak gereklidir [28] .",background
"Uzaktan algılama görüntülerinin sınıflandırılması için sınır özniteliklerinin belirlenmesi ve adaptasyonu algoritması N. Gökhan KASAPOĞLU * , Bingül YAZGAN, Okan K. ERSOY İTÜ Fen Bilimleri Enstitüsü, Border feature detection and adaptation for classification of remote sensing images",other
"Learning Vector Quantization (LVQ) algoritmasına (Kohonen, 1990) benzeyen yeni bir adaptasyon yapısı kullanılır.",basis
"Gereksiz vektörlerin belirlenmesi için ise budama yöntemleri uygulanabilmektedir (Alpaydın, 1991) .",background
"Destek Vektör Makinalarında (DVM) olduğu gibi (Cristianini ve Taylor, 2000) seçilen referans vektörler öznitelik uzayında karar yüzeylerinin oluşmasını sağlar.",background
"Konsensüs karar verici kuralları ise maksimum kuralı, minimum kuralı, ortalama kuralı ve çoğunluk oylaması kuralı olabilmektedir (Benediktsson vd., 1997; .",background
"Bunlara ek olarak en küçük kareler analizi yöntemiyle de birleştirilecek kararlar için optimal ağırlık katsayıları belirlenebilmektedir (Lee ve Ersoy, 2006) .",background
"Chee, H.M. ve Ersoy, O.K., (2005) .",other
"Örneğin, araştırmacılar telefon görüşmelerinin metin şeklinde depolanmasını sağlamak, farklı dillerdeki konuşmaları yazıya dökmek ve çevirmek, işitme engelli kişiler için ses içeriğine erişilebilirliği artırmak, konuşmayı gerçek zamanlı olarak yazıya dökmek, analiz etmek ve konuşmaya dayalı sanal asistanlar geliştirmek için STT modellerini kullanmışlardır [1, 2 ,3] .",background
"Çağrı merkezi kayıtları ilk olarak konuşma tanıma sistemine verilip konuşmalar metinlere dönüştürülmüş ardından metin sınıflandırma gerçekleştirilerek sahtekarlık tespiti gerçekleştiren sistem geliştirilmiştir [1] .",background
"Konuşmayı Hint işaret diline çeviren otomatik bir sistem geliştirerek işitme engelliler ile işiten insanlar arasında iletişim kopukluğuna çözüm getirilmesi amaçlanmıştır [2] .",background
"Bir diğer çalışmada, ALS kaynaklı dizartrisi olan kişilerin, yaygın olarak kullanılan üç akıllı telefon tabanlı asistanlar tarafından ne ölçüde anlaşıldığı ve tutarlı cevaplar alabildiği araştırılmış ve özellikle İtalyanca dizartrik konuşmanın tanınması üzerine odaklanılmıştır [3] .",background
"Bu çalışmalar, STT modellerinin çeşitli alanlardaki potansiyelini göstermiş ve bu alanda sürekli araştırma ve geliştirmenin önemini vurgulamıştır [4] .",background
"Araştırmacılar, evrişimli sinir ağları (CNN'ler), tekrarlayan sinir ağları (RNN'ler) ve dönüştürücüler dahil olmak üzere çeşitli derin öğrenme mimarilerini araştırmış ve STT modellerinin performansını artırmak için transfer öğrenme ve çok görevli öğrenme gibi yeni eğitim yaklaşımları geliştirmişlerdir [5] .",background
"Bu modeller, STT sistemlerinin başarısını artırmayı ve konuşma kayıtlarının düşük kalitede olabileceği pratikteki uygulamalara uygun hale getirmek üzere çalışmaları içermektedir [6] .",background
"Araştırmacılar, bu endişeleri gidermek için gizliliği koruyan makine öğrenimi ve birleşik öğrenme gibi çeşitli teknikleri araştırmaktadır [7] .",background
"Dikkat tabanlı tekrarlayan sinir ağlarını konuşma tanıma için uygulanabilir kılan eklentiler sunulmuştur [8] .",background
"Ekstra katmanın daha iyi ortak öğrenme sağladığı ve performans artışı gösterdiği gözlemlenmiştir [9] .",background
"Türkçe konuşmayı metne dönüştürme sistemi geliştirilmiştir [11] .",background
"Başka bir çalışmada geleneksel Gauss karışım model saklı Markov modelinden daha iyi sonuçlar veren mobil kayıtlı bir Türkçe veri kümesi üzerinde Türkçe dilinde konuşmadan metne çeviri için derin sinir ağı modeli önerilmiştir [12] .",discuss
"Yine benzer bir çalışmada derin öğrenme tabanlı konuşmadan metne çevirinin Gauss karışım modelsaklı Markov modeline göre başarılı sonuçlar vermiş olup çalışma [12] 'de sunulan çalışma ile benzerlik göstermektedir  .",support
"'den farklı olarak [13] 'de farklı eğitim verisi ve ileri beslemeli sinir ağı",differ
"yerine derin inanç ağları kullanılmıştır. [14] 'de LSTM ve GRU tabanlı sistemler ile geleneksel yöntemler ve derin sinir ağı tabanlı sistemlerin konuşma tanıma performansı karşılaştırılmıştır.",discuss
"Bu sorunun çözümü için daha az etiketli veri gerektiren denetimsiz öğrenme yaklaşımları önerilmiştir. [15] 'de YouTube'dan seçilen 6,5 bin saatlik etiketsiz ses verisi ile ön eğitimli kendi kendine denetimli öğrenmenin avantajlarından yararlanarak Türkçe dilinde konuşma tanıma yaklaşımı geliştirmişlerdir.",discuss
"Sınırlı kaynaklarla son teknoloji bir konuşma çevirisi sistemi oluşturmak için [16] 'de önceden eğitilmiş konuşma tanıma ve metin çevirisi modelleri kullanılması önerilmiştir.",discuss
"Teknolojinin ilerlemesi ve konuşma tabanlı uygulamalara yönelik artan talep, STT'yi konuşma tanıma, transkripsiyon ve analiz için yaygın olarak kullanılan bir araç haline getirmiştir [17] .",background
"Wav2Vec2.0, HuBERT gibi kendi kendini denetleyen ses kodlayıcılar, yüksek kaliteli ses temsillerini öğrenir [15, .",background
"Öte yandan, OpenAI tarafından 2021'de [19] tanıtılan Whisper, derin sinir ağı tabanlı bir mimari kullanan ve daha farklı bir yaklaşım kullanılarak eğitilmiş, gerçek dünya uygulamaları için uygun hale getirilmiş daha yeni bir STT modeli olarak sunulmuştur.",background
"Bir yüksek lisans tezi olarak yapılan çalışmada [20] , Mozilla Common Voice veri setinin daha eski bir versiyonu olan 6.1 versiyonu ile bir wav2vec2.0 modeline ince ayar çalışması yapılmış ve 0,23'lük bir kelime hata oranı elde edilmiştir.",discuss
"Bir başka çalışmada [21] ise yine wav2vec2-XLSR-53 modelinin Common Voice, Youtube ve Ses kayıtları kullanılarak ince ayar yapıldığı görülmüştür.",discuss
"Veri Seti WER Wav2Vec2.0-XLSR [20] Common Voice 6.1 0,23",other
"2020 yılında Facebook AI denetimsiz ön eğitim tekniği ile geliştirdikleri STT modeli Wav2Vec2.0'i önermişlerdir [9] .",background
"Şekil-2: Wav2Vec2.0 mimarisi [18] Wav2vec2.0 modeli, konuşmayı çok katmanlı bir evrişimli sinir ağı aracılığıyla kodlar ve ardından maskelenmiş dil modellemeye benzer şekilde ortaya çıkan gizli konuşma temsillerinin yayılma alanlarını maskeler (Şekil-2).",background
"Whisper, OpenAI tarafından geliştirilen ve konuşmaları, konuşulduğu dilde metne dönüştüren veya eğitildiği herhangi başka bir dile çevirebilen bir otomatik konuşma tanıma (ASR) sistemidir [19] .",background
"toplanan 680.000 saatlik çok dilli ve çok görevli denetimli veriden oluşan geniş ve çeşitli bir veri kümesi üzerinde eğitilmiştir [19] .",background
"M: Milyon adet parametre sayısını ifade etmektedir [25] .",background
"Yunus Emre SELÇUK * , Nadia ERDOĞAN İTÜ Fen Bilimleri Enstitüsü,",other
"Dinamik olarak evrim geçiren varlıkları modellemek için nesne düzeyinde özelleştirme yapılması, sınıf düzeyinde özelleştirmenin dinamik sistemlerin modellenmesi sırasında karşılaştığı güçlükleri çözer (Gottlob vd., 1996) .",background
"Bir nesnenin bir rolü, bu nesnenin diğer nesnelerin beklediği gibi davranabilmesi için gereken bir özellikler kümesi olarak tanımlanabilir (Kristensen, 1996) .",background
"Dinamik sistemlerin etkili ve kolay bir biçimde modellenmesi için önerilen yollar arasında rol modelleri; kullanışlı olmaları, NYP kavramları ile iyi uyuşmaları ve problemin çözümü için dolaysız bir yol sunmaları nedeniyle dikkati çekmektedir (Lee ve Bae, 2002) .",background
"Bu nedenlerle dinamik sistemlerin saf NYP yaklaşımı ile sunulandan daha iyi modellenmesi gereksinimini karşılamak üzere, Java programlama diline rol desteği kazandıran bir rol modeli olan JAWIRO (Java with Roles) gerçeklenmiştir. Kristensen (1996) ,  ,   gibi değişik araştırmacılar, rollerin sahip olması gereken özellikleri birbirlerinden biraz farklı şekillerde tanımlamışlardır.",background
",  , Selçuk ve Erdoğan (2004b) gibi değişik araştırmacılar, rollerin sahip olması gereken özellikleri birbirlerinden biraz farklı şekillerde tanımlamışlardır.",background
"Bu bölümde Schrefl'in (2004) hazırladığı siteden indirilebilen rol paketi, rol ilişkileri tasarım kalıbının bir gerçeklemesi ve JAWIRO rol modeli, çalışma anı başarımı açısından karşılaştırılmıştır.",discuss
"Ancak rol modelleri kolaylıkları, kullanışlılıkları ve NYP kavramları ile iyi uyuşmaları nedeniyle dikkati çekmektedir (Lee ve Bae, 2002) .",background
"JAWIRO rol modeline ve dokümantasyonuna Selçuk'un (2005) web sitesinden erişilebilir.",other
"These corpora, annotated with semantic roles, help researchers to specify SRL as a task, furthermore are used as training and test data for supervised machine learning methods [1] .",background
"Contrary to FN, VerbNet (VN) is a hierarchical verb lexicon, that contains categories of verbs based on Levin Verb classification. [2] .",background
"Unlike FrameNet and VerbNet, PropBank (PB) [3] does not make use of a reference ontology like semantic frames or verb classes.",background
"There doesn't exist a VerbNet, PropBank or a similiar semantically interpretable resource for Turkish (except for WordNet [4] .",background
